COMPANY,PLAN,PREMIUM_CRORES,PREMIUM,NOP,LIVES_COVERED,MONTH,YEAR,DATE,ATS
EDLEWEISS TOKIO LIFE,Group Single Premium,1.47,14745083.4,0,483,SEP,2016,9/1/2016,NULL
EDLEWEISS TOKIO LIFE,Group Non-Single Premium,3.11,31128478.42,8,33963,SEP,2016,9/1/2016,3891059
EDLEWEISS TOKIO LIFE,Individual Single Premium,4.72,47156718.5,2152,0,MAR,2018,3/1/2018,21912
EDLEWEISS TOKIO LIFE,Individual Non-Single Premium,67.11,671117911,13156,0,MAR,2018,3/1/2018,51012
EDLEWEISS TOKIO LIFE,Group Single Premium,10.24,102350858.8,0,2991,MAR,2018,3/1/2018,NULL
EDLEWEISS TOKIO LIFE,Group Non-Single Premium,6.85,68467195.91,0,0,MAR,2018,3/1/2018,NULL
EDLEWEISS TOKIO LIFE,Group Yearly Renewable Premium,0.39,3894372.43,3,5587,MAR,2018,3/1/2018,1298124
EDLEWEISS TOKIO LIFE,Individual Single Premium,0.12,1242931.14,10,NULL,DEC,2012,12/1/2012,124293
EDLEWEISS TOKIO LIFE,Individual Non-Single Premium,2.78,27768507.99,1661,NULL,DEC,2012,12/1/2012,16717
EDLEWEISS TOKIO LIFE,Group Single Premium,0.19,1891254.07,0,34,DEC,2012,12/1/2012,NULL
EDLEWEISS TOKIO LIFE,Group Non-Single Premium,0.43,4324330.73,7,2726,DEC,2012,12/1/2012,617761
EDLEWEISS TOKIO LIFE,Individual Single Premium,0.69,6890057.55,29,0,JUN,2017,6/1/2017,237588
EDLEWEISS TOKIO LIFE,Individual Non-Single Premium,10.46,104581958.5,3329,0,JUN,2017,6/1/2017,31415
EDLEWEISS TOKIO LIFE,Group Single Premium,2.27,22715611.94,0,672,JUN,2017,6/1/2017,NULL
EDLEWEISS TOKIO LIFE,Group Non-Single Premium,0,0,0,0,JUN,2017,6/1/2017,NULL
EDLEWEISS TOKIO LIFE,Group Yearly Renewable Premium,1.14,11359424.64,8,21734,JUN,2017,6/1/2017,1419928
EDLEWEISS TOKIO LIFE,Individual Single Premium,0.28,2834614,22,NULL,DEC,2013,12/1/2013,128846
EDLEWEISS TOKIO LIFE,Individual Non-Single Premium,5.96,59581650.45,3000,NULL,DEC,2013,12/1/2013,19860
EDLEWEISS TOKIO LIFE,Group Single Premium,0.52,5192952.54,0,94,DEC,2013,12/1/2013,NULL
EDLEWEISS TOKIO LIFE,Individual Single Premium,1.83,18333596.65,2010,NULL,FEB,2017,2/1/2017,9121
EDLEWEISS TOKIO LIFE,Individual Non-Single Premium,18.55,185532999.4,4227,NULL,FEB,2017,2/1/2017,43892
EDLEWEISS TOKIO LIFE,Group Single Premium,1.43,14333176.91,0,451,FEB,2017,2/1/2017,NULL
EDLEWEISS TOKIO LIFE,Group Non-Single Premium,0.56,5646811.58,4,14097,FEB,2017,2/1/2017,1411702
EDLEWEISS TOKIO LIFE,Individual Single Premium,0.34,3351076,429,NULL,APR,2017,4/1/2017,7811
EDLEWEISS TOKIO LIFE,Individual Non-Single Premium,5.84,58410677.29,1222,NULL,APR,2017,4/1/2017,47799
EDLEWEISS TOKIO LIFE,Group Single Premium,0.46,4613892.94,0,66,APR,2017,4/1/2017,NULL
EDLEWEISS TOKIO LIFE,Group Non-Single Premium,3.85,38450985.45,6,34087,APR,2017,4/1/2017,6408497
EDLEWEISS TOKIO LIFE,Individual Single Premium,1.72,17228220,1173,0,DEC,2019,12/1/2019,14687
EDLEWEISS TOKIO LIFE,Individual Non-Single Premium,38.09,380949880.8,7884,0,DEC,2019,12/1/2019,48319
EDLEWEISS TOKIO LIFE,Group Single Premium,1.31,13089974.78,0,12868,DEC,2019,12/1/2019,NULL
EDLEWEISS TOKIO LIFE,Group Non-Single Premium,2.38,23788549,1,0,DEC,2019,12/1/2019,23788549
EDLEWEISS TOKIO LIFE,Group Yearly Renewable Premium,0.69,6871958.51,4,15676,DEC,2019,12/1/2019,1717989
EDLEWEISS TOKIO LIFE,Individual Single Premium,0.76,7571422,22,0,OCT,2017,10/1/2017,344155
EDLEWEISS TOKIO LIFE,Individual Non-Single Premium,11.73,117278531.2,3222,0,OCT,2017,10/1/2017,36399
EDLEWEISS TOKIO LIFE,Group Single Premium,3.16,31608513.17,0,916,OCT,2017,10/1/2017,NULL
EDLEWEISS TOKIO LIFE,Group Non-Single Premium,0.44,4435000,0,0,OCT,2017,10/1/2017,NULL
EDLEWEISS TOKIO LIFE,Group Yearly Renewable Premium,3.52,35221854.8,2,13004,OCT,2017,10/1/2017,17610927
EDLEWEISS TOKIO LIFE,Individual Non-Single Premium,15.66,156591300,3879,0,MAY,2018,5/1/2018,40368
EDLEWEISS TOKIO LIFE,Group Single Premium,3.38,33838872.26,0,1092,MAY,2018,5/1/2018,NULL
EDLEWEISS TOKIO LIFE,Group Non-Single Premium,0.1,1000000,0,280,MAY,2018,5/1/2018,NULL
EDLEWEISS TOKIO LIFE,Group Yearly Renewable Premium,0.72,7180236.38,4,8407,MAY,2018,5/1/2018,1795059
EDLEWEISS TOKIO LIFE,Individual Single Premium,0.41,4123082,15,0,NOV,2019,11/1/2019,274872
EDLEWEISS TOKIO LIFE,Individual Non-Single Premium,26.09,260852026.7,5911,0,NOV,2019,11/1/2019,44129
EDLEWEISS TOKIO LIFE,Group Single Premium,0.98,9822808.04,0,12868,NOV,2019,11/1/2019,NULL
EDLEWEISS TOKIO LIFE,Group Non-Single Premium,0.7,7024277,0,0,NOV,2019,11/1/2019,NULL
EDLEWEISS TOKIO LIFE,Group Yearly Renewable Premium,0.48,4818526.51,2,15676,NOV,2019,11/1/2019,2409263
EDLEWEISS TOKIO LIFE,Individual Single Premium,0.42,4179269,27,0,DEC,2018,12/1/2018,154787
EDLEWEISS TOKIO LIFE,Individual Non-Single Premium,34.15,341527591.1,7071,0,DEC,2018,12/1/2018,48299
EDLEWEISS TOKIO LIFE,Group Single Premium,1.86,18578283.85,0,729,DEC,2018,12/1/2018,NULL
EDLEWEISS TOKIO LIFE,Group Non-Single Premium,2.74,27443113,0,0,DEC,2018,12/1/2018,NULL
EDLEWEISS TOKIO LIFE,Group Yearly Renewable Premium,4.54,45447607.21,2,2786,DEC,2018,12/1/2018,22723803
EDLEWEISS TOKIO LIFE,Individual Single Premium,0.24,2401423,15,0,OCT,2019,10/1/2019,160094
EDLEWEISS TOKIO LIFE,Individual Single Premium,1.63,16272472,37,0,NOV,2018,11/1/2018,439796
EDLEWEISS TOKIO LIFE,Individual Non-Single Premium,26.98,269825861.9,6031,0,NOV,2018,11/1/2018,44739
EDLEWEISS TOKIO LIFE,Group Single Premium,1.12,11190409.33,0,535,NOV,2018,11/1/2018,NULL
EDLEWEISS TOKIO LIFE,Group Non-Single Premium,4.75,47500000,2,4815,NOV,2018,11/1/2018,23750000
EDLEWEISS TOKIO LIFE,Group Yearly Renewable Premium,0.3,2977274.81,2,8283,NOV,2018,11/1/2018,1488637
EDLEWEISS TOKIO LIFE,Individual Single Premium,0.65,6465180.5,2067,0,APR,2018,4/1/2018,3127
EDLEWEISS TOKIO LIFE,Individual Non-Single Premium,8.71,87082755.61,2016,0,APR,2018,4/1/2018,43195
EDLEWEISS TOKIO LIFE,Group Single Premium,1.16,11634931.14,0,264,APR,2018,4/1/2018,NULL
EDLEWEISS TOKIO LIFE,Group Non-Single Premium,0,0,0,0,APR,2018,4/1/2018,NULL
EDLEWEISS TOKIO LIFE,Group Yearly Renewable Premium,7.75,77486575.86,10,23442,APR,2018,4/1/2018,7748657
EDLEWEISS TOKIO LIFE,Individual Single Premium,0.8,8025928.2,27,0,AUG,2018,8/1/2018,297256
EDLEWEISS TOKIO LIFE,Individual Non-Single Premium,23.4,233958636.3,5557,0,AUG,2018,8/1/2018,42101
EDLEWEISS TOKIO LIFE,Group Single Premium,5.45,54462076.77,0,1471,AUG,2018,8/1/2018,NULL
EDLEWEISS TOKIO LIFE,Group Non-Single Premium,0.66,6600000,1,88,AUG,2018,8/1/2018,6600000
EDLEWEISS TOKIO LIFE,Group Yearly Renewable Premium,0.43,4256669.27,2,7356,AUG,2018,8/1/2018,2128334
EDLEWEISS TOKIO LIFE,Individual Single Premium,1.52,15189885,43,0,JAN,2018,1/1/2018,353253
EDLEWEISS TOKIO LIFE,Individual Non-Single Premium,27.34,273371617.6,6309,0,JAN,2018,1/1/2018,43330
EDLEWEISS TOKIO LIFE,Group Single Premium,4.49,44871516.54,0,1332,JAN,2018,1/1/2018,NULL
EDLEWEISS TOKIO LIFE,Group Non-Single Premium,0,0,0,0,JAN,2018,1/1/2018,NULL
EDLEWEISS TOKIO LIFE,Group Yearly Renewable Premium,1.65,16480018.48,9,16039,JAN,2018,1/1/2018,1831113
EDLEWEISS TOKIO LIFE,Individual Single Premium,0.97,9652838,30,0,JUL,2019,7/1/2019,321761
EDLEWEISS TOKIO LIFE,Individual Non-Single Premium,23.59,235947837.6,6451,0,JUL,2019,7/1/2019,36575
EDLEWEISS TOKIO LIFE,Group Single Premium,1.19,11857267.6,1,12860,JUL,2019,7/1/2019,11857267
EDLEWEISS TOKIO LIFE,Group Non-Single Premium,0.5,5031064,0,0,JUL,2019,7/1/2019,NULL
EDLEWEISS TOKIO LIFE,Group Yearly Renewable Premium,0.47,4687900.95,3,10847,JUL,2019,7/1/2019,1562633
EDLEWEISS TOKIO LIFE,Individual Single Premium,0.69,6907027.5,1086,0,JAN,2019,1/1/2019,6360
EDLEWEISS TOKIO LIFE,Individual Non-Single Premium,30.85,308481074.4,6842,0,JAN,2019,1/1/2019,45086
EDLEWEISS TOKIO LIFE,Group Single Premium,2.53,25269704.99,0,1189,JAN,2019,1/1/2019,NULL
EDLEWEISS TOKIO LIFE,Group Non-Single Premium,0.39,3900000,0,0,JAN,2019,1/1/2019,NULL
EDLEWEISS TOKIO LIFE,Group Yearly Renewable Premium,0.57,5732799.1,2,6172,JAN,2019,1/1/2019,2866399
EDLEWEISS TOKIO LIFE,Individual Non-Single Premium,22.12,221169519.8,4959,0,OCT,2019,10/1/2019,44599
EDLEWEISS TOKIO LIFE,Group Single Premium,1.01,10050228.75,0,16775,OCT,2019,10/1/2019,NULL
EDLEWEISS TOKIO LIFE,Group Non-Single Premium,0.54,5400000,1,53,OCT,2019,10/1/2019,5400000
EDLEWEISS TOKIO LIFE,Group Yearly Renewable Premium,0.3,2993970.27,3,7070,OCT,2019,10/1/2019,997990
EDLEWEISS TOKIO LIFE,Individual Single Premium,1.33,13312671,1196,0,FEB,2020,2/1/2020,11130
EDLEWEISS TOKIO LIFE,Individual Non-Single Premium,37.38,373771558.3,8494,0,FEB,2020,2/1/2020,44004
EDLEWEISS TOKIO LIFE,Group Single Premium,2.68,26767318.28,0,28286,FEB,2020,2/1/2020,NULL
EDLEWEISS TOKIO LIFE,Group Non-Single Premium,0.1,1000000,0,0,FEB,2020,2/1/2020,NULL
EDLEWEISS TOKIO LIFE,Group Yearly Renewable Premium,1.73,17262173.52,2,34899,FEB,2020,2/1/2020,8631086
EDLEWEISS TOKIO LIFE,Individual Single Premium,1.86,18567058,42,0,MAY,2018,5/1/2018,442072
EDLEWEISS TOKIO LIFE,Individual Single Premium,0.51,5050000,8,0,JUN,2020,6/1/2020,631250
EDLEWEISS TOKIO LIFE,Individual Non-Single Premium,25.38,253799167.3,7628,0,JUN,2020,6/1/2020,33272
EDLEWEISS TOKIO LIFE,Group Single Premium,0.68,6827056.62,0,12960,JUN,2020,6/1/2020,NULL
EDLEWEISS TOKIO LIFE,Group Non-Single Premium,0,0,0,0,JUN,2020,6/1/2020,NULL
EDLEWEISS TOKIO LIFE,Group Yearly Renewable Premium,1.03,10285188.84,1,4321,JUN,2020,6/1/2020,10285188
EXIDE LIFE,Individual Single Premium,8.48,84793734.36,95,0,JUN,2020,6/1/2020,892565
EXIDE LIFE,Individual Non-Single Premium,35.15,351508170.2,10327,0,JUN,2020,6/1/2020,34037
EXIDE LIFE,Group Single Premium,0.04,394161.69,0,63,JUN,2020,6/1/2020,NULL
EXIDE LIFE,Group Non-Single Premium,0.29,2939403.7,2,-127,JUN,2020,6/1/2020,1469701
EXIDE LIFE,Group Yearly Renewable Premium,0.83,8255043.61,0,-3889,JUN,2020,6/1/2020,NULL
EXIDE LIFE,Individual Single Premium,2.77,27727014.6,69,0,FEB,2020,2/1/2020,401840
EXIDE LIFE,Individual Non-Single Premium,66.85,668498116.4,16464,0,FEB,2020,2/1/2020,40603
EXIDE LIFE,Group Single Premium,0.05,531221,0,277,FEB,2020,2/1/2020,NULL
EXIDE LIFE,Group Non-Single Premium,18.34,183412926.1,7,12668,FEB,2020,2/1/2020,26201846
EXIDE LIFE,Group Yearly Renewable Premium,6.77,67656478.7,0,138519,FEB,2020,2/1/2020,NULL
EXIDE LIFE,Individual Single Premium,7.13,71273193.16,176,0,OCT,2019,10/1/2019,404961
EXIDE LIFE,Individual Non-Single Premium,40.31,403148443.2,12361,0,OCT,2019,10/1/2019,32614
EXIDE LIFE,Group Single Premium,0.04,351826,0,150,OCT,2019,10/1/2019,NULL
EXIDE LIFE,Group Non-Single Premium,0.93,9342136.83,4,6683,OCT,2019,10/1/2019,2335534
EXIDE LIFE,Group Yearly Renewable Premium,10.56,105594028.2,0,162544,OCT,2019,10/1/2019,NULL
EXIDE LIFE,Individual Single Premium,3.67,36661443.45,65,0,JAN,2019,1/1/2019,564022
EXIDE LIFE,Individual Non-Single Premium,59.26,592623871.7,18561,0,JAN,2019,1/1/2019,31928
EXIDE LIFE,Group Single Premium,0.04,396754.54,0,145,JAN,2019,1/1/2019,NULL
EXIDE LIFE,Group Non-Single Premium,3.56,35609262.23,6,85037,JAN,2019,1/1/2019,5934877
EXIDE LIFE,Group Yearly Renewable Premium,4.09,40904822.14,0,31448,JAN,2019,1/1/2019,NULL
EXIDE LIFE,Individual Single Premium,11.97,119674397.7,224,0,JUL,2019,7/1/2019,534260
EXIDE LIFE,Individual Non-Single Premium,45.87,458656914.6,14981,0,JUL,2019,7/1/2019,30615
EXIDE LIFE,Group Single Premium,0.03,267122,0,84,JUL,2019,7/1/2019,NULL
EXIDE LIFE,Group Non-Single Premium,0.51,5075005,1,402,JUL,2019,7/1/2019,5075004
EXIDE LIFE,Group Yearly Renewable Premium,9.66,96594401,0,186713,JUL,2019,7/1/2019,NULL
EXIDE LIFE,Individual Single Premium,2.87,28661462,38,0,JAN,2018,1/1/2018,754249
EXIDE LIFE,Individual Non-Single Premium,58.53,585254258.3,17622,0,JAN,2018,1/1/2018,33211
EXIDE LIFE,Group Single Premium,0.04,426016,1,298,JAN,2018,1/1/2018,426015
EXIDE LIFE,Group Non-Single Premium,5.45,54515718.72,26,95259,JAN,2018,1/1/2018,2096758
EXIDE LIFE,Group Yearly Renewable Premium,2.92,29241277.31,0,35511,JAN,2018,1/1/2018,NULL
EXIDE LIFE,Individual Single Premium,6.47,64743299.15,47,NULL,FEB,2017,2/1/2017,1377517
EXIDE LIFE,Individual Non-Single Premium,58.28,582772832.5,17842,NULL,FEB,2017,2/1/2017,32662
EXIDE LIFE,Group Single Premium,0,0,0,0,FEB,2017,2/1/2017,NULL
EXIDE LIFE,Group Non-Single Premium,2.77,27729771.9,29,73483,FEB,2017,2/1/2017,956199
EXIDE LIFE,Individual Single Premium,3.08,30845516.31,33,0,AUG,2018,8/1/2018,934712
EXIDE LIFE,Individual Non-Single Premium,44.6,446044504.6,14608,0,AUG,2018,8/1/2018,30534
EXIDE LIFE,Group Single Premium,0.03,286211,0,185,AUG,2018,8/1/2018,NULL
EXIDE LIFE,Group Non-Single Premium,3.4,34006209.56,10,107697,AUG,2018,8/1/2018,3400620
EXIDE LIFE,Group Yearly Renewable Premium,0.84,8440783,0,27476,AUG,2018,8/1/2018,NULL
EXIDE LIFE,Individual Single Premium,4.28,42827309,56,0,APR,2018,4/1/2018,764773
EXIDE LIFE,Individual Non-Single Premium,40.2,401956518,10670,0,APR,2018,4/1/2018,37671
EXIDE LIFE,Group Single Premium,0.07,737057,0,467,APR,2018,4/1/2018,NULL
EXIDE LIFE,Group Non-Single Premium,5.08,50759722.27,23,131430,APR,2018,4/1/2018,2206944
EXIDE LIFE,Group Yearly Renewable Premium,0.45,4494543.71,0,20226,APR,2018,4/1/2018,NULL
EXIDE LIFE,Individual Single Premium,1.07,10721722.8,21,0,NOV,2018,11/1/2018,510558
EXIDE LIFE,Individual Non-Single Premium,43.48,434764083.6,14306,0,NOV,2018,11/1/2018,30390
EXIDE LIFE,Group Single Premium,0.03,331725.96,0,212,NOV,2018,11/1/2018,NULL
EXIDE LIFE,Group Non-Single Premium,1.59,15932836.61,6,103586,NOV,2018,11/1/2018,2655472
EXIDE LIFE,Group Yearly Renewable Premium,1.78,17763744.31,0,25003,NOV,2018,11/1/2018,NULL
EXIDE LIFE,Group Single Premium,0.04,410915.41,0,196,DEC,2018,12/1/2018,NULL
EXIDE LIFE,Group Non-Single Premium,1.7,16997970.94,7,75271,DEC,2018,12/1/2018,2428281
EXIDE LIFE,Group Yearly Renewable Premium,1.08,10786136.51,0,27831,DEC,2018,12/1/2018,NULL
EXIDE LIFE,Individual Single Premium,4.16,41558304.59,71,0,DEC,2018,12/1/2018,585328
EXIDE LIFE,Individual Non-Single Premium,59.98,599827381.1,18289,0,DEC,2018,12/1/2018,32797
EXIDE LIFE,Individual Single Premium,8.33,83309527.31,238,0,NOV,2019,11/1/2019,350040
EXIDE LIFE,Individual Non-Single Premium,58.11,581064235.6,17152,0,NOV,2019,11/1/2019,33877
EXIDE LIFE,Group Single Premium,0.05,477442,0,204,NOV,2019,11/1/2019,NULL
EXIDE LIFE,Group Non-Single Premium,0.33,3270583.54,7,1998,NOV,2019,11/1/2019,467226
EXIDE LIFE,Group Yearly Renewable Premium,6.64,66409826.46,0,137080,NOV,2019,11/1/2019,NULL
EXIDE LIFE,Individual Single Premium,2.68,26785909,25,0,MAY,2018,5/1/2018,1071436
EXIDE LIFE,Individual Non-Single Premium,38.42,384191819.7,12036,0,MAY,2018,5/1/2018,31920
EXIDE LIFE,Group Single Premium,0.04,416452,0,194,MAY,2018,5/1/2018,NULL
EXIDE LIFE,Group Non-Single Premium,7.08,70813648.07,20,83028,MAY,2018,5/1/2018,3540682
EXIDE LIFE,Group Yearly Renewable Premium,1.84,18379498.77,0,32120,MAY,2018,5/1/2018,NULL
EXIDE LIFE,Individual Single Premium,1.01,10075936,27,0,OCT,2017,10/1/2017,373182
EXIDE LIFE,Individual Non-Single Premium,37.85,378501375,12286,0,OCT,2017,10/1/2017,30807
EXIDE LIFE,Group Single Premium,0.03,336926,0,229,OCT,2017,10/1/2017,NULL
EXIDE LIFE,Group Non-Single Premium,4.38,43778712.71,15,70769,OCT,2017,10/1/2017,2918580
EXIDE LIFE,Group Yearly Renewable Premium,4.14,41404682.29,0,23819,OCT,2017,10/1/2017,NULL
EXIDE LIFE,Individual Single Premium,11.16,111621833.6,186,0,DEC,2019,12/1/2019,600117
EXIDE LIFE,Individual Non-Single Premium,71.16,711643451.4,18739,0,DEC,2019,12/1/2019,37976
EXIDE LIFE,Group Single Premium,0.05,510529.91,0,204,DEC,2019,12/1/2019,NULL
EXIDE LIFE,Group Non-Single Premium,0.35,3542068.21,2,1998,DEC,2019,12/1/2019,1771034
EXIDE LIFE,Group Yearly Renewable Premium,5.61,56079730.38,0,137080,DEC,2019,12/1/2019,NULL
EXIDE LIFE,Individual Single Premium,2.67,26662764.46,30,NULL,APR,2017,4/1/2017,888758
EXIDE LIFE,Individual Non-Single Premium,25.63,256328768.7,8615,NULL,APR,2017,4/1/2017,29753
EXIDE LIFE,Group Single Premium,0.02,178755,0,118,APR,2017,4/1/2017,NULL
EXIDE LIFE,Group Non-Single Premium,7.86,78600248.57,12,425013,APR,2017,4/1/2017,6550020
EXIDE LIFE,Individual Single Premium,1.96,19562984.45,50,0,JUN,2017,6/1/2017,391259
EXIDE LIFE,Individual Non-Single Premium,44.3,443028031.5,15629,0,JUN,2017,6/1/2017,28346
EXIDE LIFE,Group Single Premium,0.02,233361,0,161,JUN,2017,6/1/2017,NULL
EXIDE LIFE,Group Non-Single Premium,2.98,29750778.34,23,38042,JUN,2017,6/1/2017,1293512
EXIDE LIFE,Group Yearly Renewable Premium,5.49,54885859.43,0,89451,JUN,2017,6/1/2017,NULL
EXIDE LIFE,Individual Single Premium,9.06,90627820.7,804,NULL,JUN,2012,6/1/2012,112721
EXIDE LIFE,Individual Non-Single Premium,36.38,363772362.3,16201,NULL,JUN,2012,6/1/2012,22453
EXIDE LIFE,Group Single Premium,0.13,1338890.8,0,24,JUN,2012,6/1/2012,NULL
EXIDE LIFE,Group Non-Single Premium,0,0,0,0,JUN,2012,6/1/2012,NULL
EXIDE LIFE,Individual Single Premium,4.05,40526501.8,57,0,MAR,2018,3/1/2018,710991
EXIDE LIFE,Individual Non-Single Premium,120.52,1205193586,28510,0,MAR,2018,3/1/2018,42272
EXIDE LIFE,Group Single Premium,0.07,729487,1,359,MAR,2018,3/1/2018,729487
EXIDE LIFE,Group Non-Single Premium,7.17,71722141.48,33,125147,MAR,2018,3/1/2018,2173398
EXIDE LIFE,Group Yearly Renewable Premium,1.32,13166094.9,0,28967,MAR,2018,3/1/2018,NULL
EXIDE LIFE,Individual Single Premium,0.02,159351.04,1,NULL,MAY,2010,5/1/2010,159351
EXIDE LIFE,Individual Non-Single Premium,29.12,291192444.3,13875,NULL,MAY,2010,5/1/2010,20986
EXIDE LIFE,Group Single Premium,0.83,8259999.07,0,148,MAY,2010,5/1/2010,NULL
EXIDE LIFE,Group Non-Single Premium,0,25698,0,27,MAY,2010,5/1/2010,NULL
EXIDE LIFE,Individual Single Premium,1.53,15290762.24,192,NULL,MAY,2011,5/1/2011,79639
EXIDE LIFE,Individual Non-Single Premium,28.52,285180165.2,15181,NULL,MAY,2011,5/1/2011,18785
EXIDE LIFE,Group Single Premium,0.23,2325106.05,0,60,MAY,2011,5/1/2011,NULL
EXIDE LIFE,Group Non-Single Premium,0,0,0,0,MAY,2011,5/1/2011,NULL
EXIDE LIFE,Individual Single Premium,60.92,609228610.3,38,NULL,APR,2016,4/1/2016,16032331
EXIDE LIFE,Individual Non-Single Premium,21.92,219211130.4,5947,NULL,APR,2016,4/1/2016,36860
EXIDE LIFE,Group Single Premium,0,0,0,0,APR,2016,4/1/2016,NULL
EXIDE LIFE,Group Non-Single Premium,2.5,24976028,15,19325,APR,2016,4/1/2016,1665068
EXIDE LIFE,Individual Single Premium,1.15,11519671.59,96,NULL,MAY,2013,5/1/2013,119996
EXIDE LIFE,Individual Non-Single Premium,30.88,308786643.3,11280,NULL,MAY,2013,5/1/2013,27374
EXIDE LIFE,Group Single Premium,0.04,424036.49,0,7,MAY,2013,5/1/2013,NULL
EXIDE LIFE,Group Non-Single Premium,0,0,0,0,MAY,2013,5/1/2013,NULL
EXIDE LIFE,Individual Single Premium,3.5,34979970.73,57,NULL,DEC,2015,12/1/2015,613683
EXIDE LIFE,Individual Non-Single Premium,46.64,466359602.5,18136,NULL,DEC,2015,12/1/2015,25714
EXIDE LIFE,Group Single Premium,0,0,0,0,DEC,2015,12/1/2015,NULL
EXIDE LIFE,Group Non-Single Premium,27.98,279790229.3,20,66596,DEC,2015,12/1/2015,13989511
EXIDE LIFE,Individual Single Premium,0,33182.12,0,NULL,MAR,2010,3/1/2010,NULL
EXIDE LIFE,Individual Non-Single Premium,104.63,1046298198,42519,NULL,MAR,2010,3/1/2010,24607
EXIDE LIFE,Group Single Premium,1.07,10650156.87,0,220,MAR,2010,3/1/2010,NULL
EXIDE LIFE,Group Non-Single Premium,0.01,69189,0,397,MAR,2010,3/1/2010,NULL
EXIDE LIFE,Group Single Premium,0,0,0,0,SEP,2015,9/1/2015,NULL
EXIDE LIFE,Group Non-Single Premium,11.39,113933822.3,26,58161,SEP,2015,9/1/2015,4382070
EXIDE LIFE,Individual Single Premium,0.04,392371.94,12,NULL,SEP,2013,9/1/2013,32697
EXIDE LIFE,Individual Non-Single Premium,52.23,522281375.7,21016,NULL,SEP,2013,9/1/2013,24851
EXIDE LIFE,Group Single Premium,0.01,126757.74,0,4,SEP,2013,9/1/2013,NULL
EXIDE LIFE,Group Non-Single Premium,0.02,200882,2,275,SEP,2013,9/1/2013,100441
EXIDE LIFE,Individual Single Premium,3.55,35540797.86,440,NULL,FEB,2012,2/1/2012,80774
EXIDE LIFE,Individual Non-Single Premium,58.93,589295670.9,18550,NULL,FEB,2012,2/1/2012,31767
EXIDE LIFE,Group Single Premium,0.07,709352.69,0,15,FEB,2012,2/1/2012,NULL
EXIDE LIFE,Group Non-Single Premium,0,0,0,0,FEB,2012,2/1/2012,NULL
EXIDE LIFE,Individual Single Premium,2.31,23093693,54,0,JUL,2018,7/1/2018,427660
EXIDE LIFE,Individual Non-Single Premium,41.96,419642670,13654,0,JUL,2018,7/1/2018,30734
EXIDE LIFE,Group Single Premium,0.04,365663,0,209,JUL,2018,7/1/2018,NULL
EXIDE LIFE,Group Non-Single Premium,8.31,83135560.9,9,92159,JUL,2018,7/1/2018,9237284
EXIDE LIFE,Group Yearly Renewable Premium,5.02,50225155.1,0,55602,JUL,2018,7/1/2018,NULL
EXIDE LIFE,Individual Single Premium,2,20018753.82,329,NULL,NOV,2010,11/1/2010,60847
EXIDE LIFE,Individual Non-Single Premium,38.92,389240124.5,19888,NULL,NOV,2010,11/1/2010,19571
EXIDE LIFE,Group Single Premium,0.43,4300300.07,0,79,NOV,2010,11/1/2010,NULL
EXIDE LIFE,Group Non-Single Premium,0,0,0,0,NOV,2010,11/1/2010,NULL
EXIDE LIFE,Individual Single Premium,2.55,25482656.01,42,0,DEC,2017,12/1/2017,606729
EXIDE LIFE,Individual Non-Single Premium,58.32,583225738.8,19097,0,DEC,2017,12/1/2017,30540
EXIDE LIFE,Group Single Premium,0.04,394455,1,311,DEC,2017,12/1/2017,394455
EXIDE LIFE,Group Non-Single Premium,27.4,273997030.6,16,72619,DEC,2017,12/1/2017,17124814
EXIDE LIFE,Group Yearly Renewable Premium,-1.15,-11507695.55,0,37237,DEC,2017,12/1/2017,NULL
EXIDE LIFE,Individual Single Premium,27.79,277875233.5,153,NULL,JUL,2012,7/1/2012,1816177
EXIDE LIFE,Individual Non-Single Premium,31.21,312094240.6,14974,NULL,JUL,2012,7/1/2012,20842
EXIDE LIFE,Group Single Premium,0.09,866060.24,0,15,JUL,2012,7/1/2012,NULL
EXIDE LIFE,Group Non-Single Premium,0,0,0,0,JUL,2012,7/1/2012,NULL
EXIDE LIFE,Individual Single Premium,4.29,42875797.63,567,NULL,JAN,2011,1/1/2011,75618
EXIDE LIFE,Individual Non-Single Premium,46.64,466365255.7,24365,NULL,JAN,2011,1/1/2011,19140
EXIDE LIFE,Group Single Premium,0.39,3913797.83,0,75,JAN,2011,1/1/2011,NULL
EXIDE LIFE,Group Non-Single Premium,0.03,344588,0,0,JAN,2011,1/1/2011,NULL
EXIDE LIFE,Individual Single Premium,0.34,3410286.43,53,NULL,JAN,2010,1/1/2010,64345
EXIDE LIFE,Individual Non-Single Premium,45.1,450989459.4,22742,NULL,JAN,2010,1/1/2010,19830
EXIDE LIFE,Group Single Premium,0.71,7121986.39,0,157,JAN,2010,1/1/2010,NULL
EXIDE LIFE,Group Non-Single Premium,0,7406,0,77,JAN,2010,1/1/2010,NULL
EXIDE LIFE,Individual Single Premium,22.76,227569875.8,44,NULL,JUN,2016,6/1/2016,5172042
EXIDE LIFE,Individual Non-Single Premium,47.88,478842401.3,15687,NULL,JUN,2016,6/1/2016,30524
EXIDE LIFE,Group Single Premium,0,0,0,0,JUN,2016,6/1/2016,NULL
EXIDE LIFE,Group Non-Single Premium,8.06,80615751.07,18,22013,JUN,2016,6/1/2016,4478652
