COMPANY,PLAN,PREMIUM_CRORES,PREMIUM,NOP,LIVES_COVERED,MONTH,YEAR,DATE,ATS
RELIANCE NIPPON LIFE,Individual Single Premium,9.26,92568298,1648,NULL,MAY,2011,5/1/2011,56170
RELIANCE NIPPON LIFE,Individual Non-Single Premium,67.3,673012051.9,70841,NULL,MAY,2011,5/1/2011,9500
RELIANCE NIPPON LIFE,Group Single Premium,1.21,12140175.65,10,135236,MAY,2011,5/1/2011,1214017
RELIANCE NIPPON LIFE,Group Non-Single Premium,1.82,18209570.38,17,6344,MAY,2011,5/1/2011,1071151
RELIANCE NIPPON LIFE,Individual Single Premium,6.23,62315261,748,NULL,JUN,2012,6/1/2012,83309
RELIANCE NIPPON LIFE,Individual Non-Single Premium,65.17,651738703.3,59666,NULL,JUN,2012,6/1/2012,10923
RELIANCE NIPPON LIFE,Group Single Premium,5.34,53357764.59,24,478378,JUN,2012,6/1/2012,2223240
RELIANCE NIPPON LIFE,Group Non-Single Premium,6.9,69006987.79,16,7090,JUN,2012,6/1/2012,4312936
RELIANCE NIPPON LIFE,Individual Single Premium,0.81,8092120,53,NULL,APR,2016,4/1/2016,152681
RELIANCE NIPPON LIFE,Individual Non-Single Premium,29.58,295825672.6,12911,NULL,APR,2016,4/1/2016,22912
RELIANCE NIPPON LIFE,Group Single Premium,3.81,38149718.14,13,110447,APR,2016,4/1/2016,2934593
RELIANCE NIPPON LIFE,Group Non-Single Premium,32.61,326123389.7,3,1731,APR,2016,4/1/2016,108707796
RELIANCE NIPPON LIFE,Individual Single Premium,0.83,8261652,75,NULL,DEC,2015,12/1/2015,110155
RELIANCE NIPPON LIFE,Individual Non-Single Premium,88,880003383.9,32712,NULL,DEC,2015,12/1/2015,26901
RELIANCE NIPPON LIFE,Group Single Premium,4.1,41002553.04,12,104197,DEC,2015,12/1/2015,3416879
RELIANCE NIPPON LIFE,Group Non-Single Premium,51.92,519177045.5,6,32989,DEC,2015,12/1/2015,86529507
RELIANCE NIPPON LIFE,Individual Single Premium,8.85,88509454.4,832,NULL,MAY,2013,5/1/2013,106381
RELIANCE NIPPON LIFE,Individual Non-Single Premium,73.8,738016656.3,49342,NULL,MAY,2013,5/1/2013,14957
RELIANCE NIPPON LIFE,Group Single Premium,0.08,828359.19,8,-935,MAY,2013,5/1/2013,103544
RELIANCE NIPPON LIFE,Group Non-Single Premium,116.84,1168410368,15,29034,MAY,2013,5/1/2013,77894024
RELIANCE NIPPON LIFE,Individual Single Premium,3.12,31237675.31,304,NULL,SEP,2013,9/1/2013,102755
RELIANCE NIPPON LIFE,Individual Non-Single Premium,107.57,1075686404,55546,NULL,SEP,2013,9/1/2013,19365
RELIANCE NIPPON LIFE,Group Single Premium,-0.56,-5551931.22,13,5642,SEP,2013,9/1/2013,-427071
RELIANCE NIPPON LIFE,Group Non-Single Premium,18.8,188038124.8,7,12141,SEP,2013,9/1/2013,26862589
RELIANCE NIPPON LIFE,Individual Single Premium,25.27,252710081,3351,NULL,FEB,2012,2/1/2012,75413
RELIANCE NIPPON LIFE,Individual Non-Single Premium,100.45,1004487077,94803,NULL,FEB,2012,2/1/2012,10595
RELIANCE NIPPON LIFE,Group Single Premium,3.31,33067381.64,9,115849,FEB,2012,2/1/2012,3674153
RELIANCE NIPPON LIFE,Individual Single Premium,74.78,747768312.8,11065,NULL,MAR,2010,3/1/2010,67579
RELIANCE NIPPON LIFE,Individual Non-Single Premium,750.55,7505509294,332742,NULL,MAR,2010,3/1/2010,22556
RELIANCE NIPPON LIFE,Group Single Premium,-71.04,-710362441.4,200,694487,MAR,2010,3/1/2010,-3551812
RELIANCE NIPPON LIFE,Group Non-Single Premium,390.06,3900621313,-107,-532170,MAR,2010,3/1/2010,-36454404
RELIANCE NIPPON LIFE,Individual Single Premium,1,10013123,63,0,OCT,2017,10/1/2017,158938
RELIANCE NIPPON LIFE,Individual Non-Single Premium,42.47,424713942.7,12844,0,OCT,2017,10/1/2017,33067
RELIANCE NIPPON LIFE,Group Single Premium,0.59,5927135.1,0,-210,OCT,2017,10/1/2017,NULL
RELIANCE NIPPON LIFE,Group Non-Single Premium,7.92,79209858.97,3,812,OCT,2017,10/1/2017,26403286
RELIANCE NIPPON LIFE,Group Yearly Renewable Premium,0.48,4821195.7,4,-31336,OCT,2017,10/1/2017,1205298
RELIANCE NIPPON LIFE,Individual Single Premium,2.22,22225566,80,NULL,SEP,2015,9/1/2015,277819
RELIANCE NIPPON LIFE,Individual Non-Single Premium,80.86,808597409.7,31096,NULL,SEP,2015,9/1/2015,26003
RELIANCE NIPPON LIFE,Group Single Premium,7.08,70834495.11,19,290323,SEP,2015,9/1/2015,3728131
RELIANCE NIPPON LIFE,Group Non-Single Premium,40.17,401736959.5,21,16155,SEP,2015,9/1/2015,19130331
RELIANCE NIPPON LIFE,Individual Single Premium,73.14,731388681.8,9484,NULL,NOV,2010,11/1/2010,77118
RELIANCE NIPPON LIFE,Individual Non-Single Premium,85.3,852992632.3,57857,NULL,NOV,2010,11/1/2010,14743
RELIANCE NIPPON LIFE,Individual Single Premium,2.01,20074278,83,NULL,JUN,2016,6/1/2016,241858
RELIANCE NIPPON LIFE,Individual Non-Single Premium,46.71,467080305.6,20620,NULL,JUN,2016,6/1/2016,22651
RELIANCE NIPPON LIFE,Group Single Premium,4.7,47036779.78,4,169293,JUN,2016,6/1/2016,11759194
RELIANCE NIPPON LIFE,Group Non-Single Premium,4.77,47730072.43,3,1191,JUN,2016,6/1/2016,15910024
RELIANCE NIPPON LIFE,Individual Single Premium,2.01,20094797,97,NULL,JAN,2017,1/1/2017,207162
RELIANCE NIPPON LIFE,Individual Non-Single Premium,60.83,608257953.1,21532,NULL,JAN,2017,1/1/2017,28249
RELIANCE NIPPON LIFE,Group Single Premium,3.79,37936036.85,9,79621,JAN,2017,1/1/2017,4215115
RELIANCE NIPPON LIFE,Group Non-Single Premium,19.27,192720873.7,5,1574,JAN,2017,1/1/2017,38544174
RELIANCE NIPPON LIFE,Individual Single Premium,5.61,56079665,667,NULL,JUL,2012,7/1/2012,84077
RELIANCE NIPPON LIFE,Individual Non-Single Premium,73.52,735181179.3,62716,NULL,JUL,2012,7/1/2012,11722
RELIANCE NIPPON LIFE,Group Single Premium,9.33,93326039.25,27,163544,JUL,2012,7/1/2012,3456519
RELIANCE NIPPON LIFE,Group Non-Single Premium,9.92,99219696.53,17,8134,JUL,2012,7/1/2012,5836452
RELIANCE NIPPON LIFE,Individual Single Premium,17.76,177644930,3004,NULL,JAN,2010,1/1/2010,59136
RELIANCE NIPPON LIFE,Individual Non-Single Premium,212.51,2125089463,175147,NULL,JAN,2010,1/1/2010,12133
RELIANCE NIPPON LIFE,Group Single Premium,0.94,9408685.36,0,525,JAN,2010,1/1/2010,NULL
RELIANCE NIPPON LIFE,Group Non-Single Premium,20.49,204887176.5,21,61056,JAN,2010,1/1/2010,9756532
RELIANCE NIPPON LIFE,Individual Single Premium,45.89,458934012,5872,NULL,JAN,2011,1/1/2011,78156
RELIANCE NIPPON LIFE,Individual Non-Single Premium,117.86,1178564636,120935,NULL,JAN,2011,1/1/2011,9745
RELIANCE NIPPON LIFE,Group Single Premium,2.92,29212358.81,12,60439,JAN,2011,1/1/2011,2434363
RELIANCE NIPPON LIFE,Group Non-Single Premium,0.84,8373018.45,9,36372,JAN,2011,1/1/2011,930335
RELIANCE NIPPON LIFE,Individual Single Premium,80.26,802629788,10267,NULL,DEC,2010,12/1/2010,78175
RELIANCE NIPPON LIFE,Individual Non-Single Premium,127.58,1275799728,95455,NULL,DEC,2010,12/1/2010,13365
RELIANCE NIPPON LIFE,Individual Single Premium,2.71,27066209,99,NULL,AUG,2015,8/1/2015,273396
RELIANCE NIPPON LIFE,Individual Non-Single Premium,74.67,746688889.9,30001,NULL,AUG,2015,8/1/2015,24888
RELIANCE NIPPON LIFE,Group Single Premium,18.38,183837096.9,20,386404,AUG,2015,8/1/2015,9191854
RELIANCE NIPPON LIFE,Group Non-Single Premium,248.02,2480246735,3,-98,AUG,2015,8/1/2015,826748911
RELIANCE NIPPON LIFE,Individual Single Premium,16.72,167233779.8,1568,NULL,JAN,2013,1/1/2013,106654
RELIANCE NIPPON LIFE,Individual Non-Single Premium,93.76,937638571,72563,NULL,JAN,2013,1/1/2013,12921
RELIANCE NIPPON LIFE,Group Single Premium,5.1,51026636.68,21,85695,JAN,2013,1/1/2013,2429839
RELIANCE NIPPON LIFE,Group Non-Single Premium,16.15,161502700.5,2,31747,JAN,2013,1/1/2013,80751350
RELIANCE NIPPON LIFE,Individual Single Premium,20.1,201021952,2665,NULL,JAN,2012,1/1/2012,75430
RELIANCE NIPPON LIFE,Individual Non-Single Premium,111.39,1113940863,110642,NULL,JAN,2012,1/1/2012,10067
RELIANCE NIPPON LIFE,Group Single Premium,6.19,61885785.93,21,159895,JAN,2012,1/1/2012,2946942
RELIANCE NIPPON LIFE,Group Non-Single Premium,4.01,40074116.52,2,35424,JAN,2012,1/1/2012,20037058
RELIANCE NIPPON LIFE,Individual Single Premium,6.43,64291677.43,695,NULL,AUG,2012,8/1/2012,92506
RELIANCE NIPPON LIFE,Individual Non-Single Premium,82.66,826586010,60900,NULL,AUG,2012,8/1/2012,13572
RELIANCE NIPPON LIFE,Group Single Premium,3.24,32370433.66,20,90184,AUG,2012,8/1/2012,1618521
RELIANCE NIPPON LIFE,Group Non-Single Premium,12,120001452.5,14,13692,AUG,2012,8/1/2012,8571532
RELIANCE NIPPON LIFE,Individual Single Premium,2.07,20749379,104,NULL,DEC,2016,12/1/2016,199513
RELIANCE NIPPON LIFE,Individual Non-Single Premium,71.84,718364433.3,23712,NULL,DEC,2016,12/1/2016,30295
RELIANCE NIPPON LIFE,Group Single Premium,3.02,30162511.99,4,162961,DEC,2016,12/1/2016,7540627
RELIANCE NIPPON LIFE,Group Non-Single Premium,3.39,33944132.73,2,32957,DEC,2016,12/1/2016,16972066
RELIANCE NIPPON LIFE,Individual Single Premium,1.83,18301385,99,NULL,SEP,2014,9/1/2014,184862
RELIANCE NIPPON LIFE,Individual Non-Single Premium,100.08,1000796938,39288,NULL,SEP,2014,9/1/2014,25473
RELIANCE NIPPON LIFE,Group Single Premium,6.06,60645566.15,17,151328,SEP,2014,9/1/2014,3567386
RELIANCE NIPPON LIFE,Group Non-Single Premium,57.57,575705485.3,27,8206,SEP,2014,9/1/2014,21322425
RELIANCE NIPPON LIFE,Individual Single Premium,35.06,350617337,5544,NULL,AUG,2010,8/1/2010,63242
RELIANCE NIPPON LIFE,Individual Non-Single Premium,243.38,2433800816,217860,NULL,AUG,2010,8/1/2010,11171
RELIANCE NIPPON LIFE,Group Single Premium,5.18,51805474.64,17,63646,AUG,2010,8/1/2010,3047380
RELIANCE NIPPON LIFE,Group Non-Single Premium,21.19,211897532.2,9,29382,AUG,2010,8/1/2010,23544170
RELIANCE NIPPON LIFE,Individual Single Premium,1.52,15164384,74,0,JUL,2017,7/1/2017,204924
RELIANCE NIPPON LIFE,Individual Non-Single Premium,50.77,507746023.6,16916,0,JUL,2017,7/1/2017,30015
RELIANCE NIPPON LIFE,Group Single Premium,1.86,18647848.89,0,244,JUL,2017,7/1/2017,NULL
RELIANCE NIPPON LIFE,Group Non-Single Premium,3.01,30074567.69,1,-1233,JUL,2017,7/1/2017,30074567
RELIANCE NIPPON LIFE,Group Yearly Renewable Premium,2.4,24011772.74,8,131765,JUL,2017,7/1/2017,3001471
RELIANCE NIPPON LIFE,Individual Single Premium,2.22,22200496.88,101,NULL,JUN,2014,6/1/2014,219806
RELIANCE NIPPON LIFE,Individual Non-Single Premium,98.8,988035666.8,45181,NULL,JUN,2014,6/1/2014,21868
RELIANCE NIPPON LIFE,Group Single Premium,4,40029682.48,14,145631,JUN,2014,6/1/2014,2859263
RELIANCE NIPPON LIFE,Individual Single Premium,14.49,144884732.4,1019,NULL,OCT,2012,10/1/2012,142183
RELIANCE NIPPON LIFE,Individual Non-Single Premium,74.12,741211010.8,52609,NULL,OCT,2012,10/1/2012,14089
RELIANCE NIPPON LIFE,Group Single Premium,0.81,8139766.54,15,-2674,OCT,2012,10/1/2012,542651
RELIANCE NIPPON LIFE,Group Non-Single Premium,11.18,111807741.3,15,8930,OCT,2012,10/1/2012,7453849
RELIANCE NIPPON LIFE,Individual Single Premium,7.2,71953757.13,201,0,MAR,2020,3/1/2020,357978
RELIANCE NIPPON LIFE,Individual Non-Single Premium,100.84,1008410076,20424,0,MAR,2020,3/1/2020,49373
RELIANCE NIPPON LIFE,Group Single Premium,0,0,0,-459,MAR,2020,3/1/2020,NULL
RELIANCE NIPPON LIFE,Group Non-Single Premium,1.24,12394096.85,6,14748,MAR,2020,3/1/2020,2065682
RELIANCE NIPPON LIFE,Individual Single Premium,3.26,32592031.13,132,0,AUG,2020,8/1/2020,246909
RELIANCE NIPPON LIFE,Individual Non-Single Premium,65.29,652911702.6,14596,0,AUG,2020,8/1/2020,44732
RELIANCE NIPPON LIFE,Group Single Premium,0,0,0,-786,AUG,2020,8/1/2020,NULL
RELIANCE NIPPON LIFE,Group Non-Single Premium,1.6,16039056.97,1,-316,AUG,2020,8/1/2020,16039056
RELIANCE NIPPON LIFE,Group Yearly Renewable Premium,0.41,4055771.5,4,4880,AUG,2020,8/1/2020,1013942
RELIANCE NIPPON LIFE,Individual Single Premium,1.27,12691487,124,0,JUN,2019,6/1/2019,102350
RELIANCE NIPPON LIFE,Individual Non-Single Premium,61.32,613246585.3,15696,0,JUN,2019,6/1/2019,39070
RELIANCE NIPPON LIFE,Group Single Premium,0.22,2166472.2,0,143,JUN,2019,6/1/2019,NULL
RELIANCE NIPPON LIFE,Group Non-Single Premium,3.56,35642244.37,2,-1021,JUN,2019,6/1/2019,17821122
RELIANCE NIPPON LIFE,Group Yearly Renewable Premium,0.43,4315979.65,0,11462,JUN,2019,6/1/2019,NULL
RELIANCE NIPPON LIFE,Individual Single Premium,8.19,81884633,2159,NULL,APR,2010,4/1/2010,37927
RELIANCE NIPPON LIFE,Individual Non-Single Premium,110.81,1108062948,91249,NULL,APR,2010,4/1/2010,12143
RELIANCE NIPPON LIFE,Group Single Premium,1.77,17685516.38,24,41226,APR,2010,4/1/2010,736896
RELIANCE NIPPON LIFE,Group Non-Single Premium,11.72,117179312.2,17,3922,APR,2010,4/1/2010,6892900
RELIANCE NIPPON LIFE,Individual Single Premium,31.31,313087506.3,3574,NULL,SEP,2011,9/1/2011,87601
RELIANCE NIPPON LIFE,Individual Non-Single Premium,90.41,904101083.8,80599,NULL,SEP,2011,9/1/2011,11217
RELIANCE NIPPON LIFE,Group Single Premium,1.13,11294146.39,12,20595,SEP,2011,9/1/2011,941178
RELIANCE NIPPON LIFE,Group Non-Single Premium,41.96,419631764.9,14,14594,SEP,2011,9/1/2011,29973697
RELIANCE NIPPON LIFE,Individual Single Premium,233.23,2332294681,26380,NULL,MAR,2011,3/1/2011,88411
RELIANCE NIPPON LIFE,Individual Non-Single Premium,180.08,1800768415,177236,NULL,MAR,2011,3/1/2011,10160
RELIANCE NIPPON LIFE,Group Single Premium,1.39,13850090.93,15,30801,MAR,2011,3/1/2011,923339
RELIANCE NIPPON LIFE,Group Non-Single Premium,247.14,2471434159,59,70718,MAR,2011,3/1/2011,41888714
RELIANCE NIPPON LIFE,Individual Single Premium,13.99,139882480,1227,NULL,FEB,2013,2/1/2013,114003
RELIANCE NIPPON LIFE,Individual Non-Single Premium,77.32,773244913.3,56023,NULL,FEB,2013,2/1/2013,13802
RELIANCE NIPPON LIFE,Group Single Premium,1.02,10176779.67,8,-4452,FEB,2013,2/1/2013,1272097
RELIANCE NIPPON LIFE,Group Non-Single Premium,7.75,77512461.53,5,13602,FEB,2013,2/1/2013,15502492
RELIANCE NIPPON LIFE,Individual Single Premium,2.76,27615250,94,0,JUL,2018,7/1/2018,293779
RELIANCE NIPPON LIFE,Individual Non-Single Premium,55.03,550288872.4,14499,0,JUL,2018,7/1/2018,37953
RELIANCE NIPPON LIFE,Group Single Premium,0.82,8188603.41,0,426,JUL,2018,7/1/2018,NULL
RELIANCE NIPPON LIFE,Group Non-Single Premium,2.53,25269540.62,1,389,JUL,2018,7/1/2018,25269540
RELIANCE NIPPON LIFE,Group Yearly Renewable Premium,0.73,7293722.41,0,54740,JUL,2018,7/1/2018,NULL
RELIANCE NIPPON LIFE,Individual Single Premium,24.69,246890777,3012,NULL,DEC,2011,12/1/2011,81969
RELIANCE NIPPON LIFE,Individual Non-Single Premium,107.82,1078240480,105596,NULL,DEC,2011,12/1/2011,10210
RELIANCE NIPPON LIFE,Group Single Premium,1.12,11161677.56,6,4021,DEC,2011,12/1/2011,1860279
RELIANCE NIPPON LIFE,Group Non-Single Premium,19.29,192889614.5,9,15639,DEC,2011,12/1/2011,21432179
RELIANCE NIPPON LIFE,Individual Single Premium,18.31,183094880.6,1654,NULL,DEC,2012,12/1/2012,110698
RELIANCE NIPPON LIFE,Individual Non-Single Premium,102.49,1024907956,83678,NULL,DEC,2012,12/1/2012,12248
RELIANCE NIPPON LIFE,Group Single Premium,1.84,18361212.46,11,9258,DEC,2012,12/1/2012,1669201
RELIANCE NIPPON LIFE,Group Non-Single Premium,8.16,81643717,5,4288,DEC,2012,12/1/2012,16328743
RELIANCE NIPPON LIFE,Individual Single Premium,8.84,88366388,837,NULL,SEP,2012,9/1/2012,105575
RELIANCE NIPPON LIFE,Individual Non-Single Premium,89.21,892116806.2,63003,NULL,SEP,2012,9/1/2012,14159
RELIANCE NIPPON LIFE,Group Single Premium,0.9,9037140.16,11,54678,SEP,2012,9/1/2012,821558
RELIANCE NIPPON LIFE,Group Non-Single Premium,18.16,181631491.4,19,17364,SEP,2012,9/1/2012,9559552
RELIANCE NIPPON LIFE,Individual Single Premium,2.13,21261523,126,NULL,DEC,2014,12/1/2014,168742
RELIANCE NIPPON LIFE,Individual Non-Single Premium,141.02,1410222875,51920,NULL,DEC,2014,12/1/2014,27161
RELIANCE NIPPON LIFE,Group Single Premium,6.02,60192660.6,9,197200,DEC,2014,12/1/2014,6688073
RELIANCE NIPPON LIFE,Group Non-Single Premium,109.07,1090695213,23,38402,DEC,2014,12/1/2014,47421531
RELIANCE NIPPON LIFE,Individual Single Premium,1.6,15953066,71,0,DEC,2017,12/1/2017,224691
RELIANCE NIPPON LIFE,Individual Non-Single Premium,75.81,758075214.6,20747,0,DEC,2017,12/1/2017,36539
RELIANCE NIPPON LIFE,Group Single Premium,2.62,26197840.24,0,456,DEC,2017,12/1/2017,NULL
RELIANCE NIPPON LIFE,Group Non-Single Premium,11.29,112943984.6,0,-112,DEC,2017,12/1/2017,NULL
RELIANCE NIPPON LIFE,Group Yearly Renewable Premium,12.36,123615665.1,28,162663,DEC,2017,12/1/2017,4414845
RELIANCE NIPPON LIFE,Individual Single Premium,0.66,6563176,52,NULL,JUL,2016,7/1/2016,126214
RELIANCE NIPPON LIFE,Individual Non-Single Premium,48.99,489904043.4,22722,NULL,JUL,2016,7/1/2016,21560
RELIANCE NIPPON LIFE,Group Single Premium,5.82,58201416.46,7,161350,JUL,2016,7/1/2016,8314488
RELIANCE NIPPON LIFE,Group Non-Single Premium,6.76,67587835.5,2,-425,JUL,2016,7/1/2016,33793917
RELIANCE NIPPON LIFE,Group Yearly Renewable Premium,0.55,5543099.38,2,2220,MAR,2020,3/1/2020,2771549
RELIANCE NIPPON LIFE,Individual Single Premium,3.57,35740782.74,127,0,JUL,2020,7/1/2020,281423
RELIANCE NIPPON LIFE,Individual Non-Single Premium,62.56,625554642.3,13792,0,JUL,2020,7/1/2020,45356
RELIANCE NIPPON LIFE,Individual Single Premium,4.17,41740076,126,0,APR,2019,4/1/2019,331270
RELIANCE NIPPON LIFE,Individual Non-Single Premium,88.51,885054263.2,21882,0,APR,2019,4/1/2019,40446
RELIANCE NIPPON LIFE,Group Single Premium,0.2,1965399.17,0,296,APR,2019,4/1/2019,NULL
RELIANCE NIPPON LIFE,Group Non-Single Premium,2.85,28506022.21,2,-35,APR,2019,4/1/2019,14253011
RELIANCE NIPPON LIFE,Group Yearly Renewable Premium,1.79,17906525.55,6,35139,APR,2019,4/1/2019,2984420
RELIANCE NIPPON LIFE,Individual Single Premium,4.78,47752488,127,0,MAY,2019,5/1/2019,376003
RELIANCE NIPPON LIFE,Individual Non-Single Premium,53.21,532090175.5,14825,0,MAY,2019,5/1/2019,35891
RELIANCE NIPPON LIFE,Group Single Premium,0.21,2135173.91,0,316,MAY,2019,5/1/2019,NULL
RELIANCE NIPPON LIFE,Group Non-Single Premium,4,39951888.29,1,-3257,MAY,2019,5/1/2019,39951888
RELIANCE NIPPON LIFE,Group Yearly Renewable Premium,0.62,6161294.15,1,73242,MAY,2019,5/1/2019,6161294
RELIANCE NIPPON LIFE,Individual Single Premium,1.87,18687039,80,0,OCT,2018,10/1/2018,233587
RELIANCE NIPPON LIFE,Individual Non-Single Premium,61.79,617939885.5,15966,0,OCT,2018,10/1/2018,38703
RELIANCE NIPPON LIFE,Group Single Premium,0.2,1995055.56,0,933,OCT,2018,10/1/2018,NULL
RELIANCE NIPPON LIFE,Group Non-Single Premium,8.76,87628199.58,1,2225,OCT,2018,10/1/2018,87628199
RELIANCE NIPPON LIFE,Group Yearly Renewable Premium,1.73,17310591.99,4,121710,OCT,2018,10/1/2018,4327647
RELIANCE NIPPON LIFE,Individual Single Premium,3.8,38013048,145,0,JAN,2020,1/1/2020,262158
RELIANCE NIPPON LIFE,Individual Non-Single Premium,70.46,704598011.8,15704,0,JAN,2020,1/1/2020,44867
RELIANCE NIPPON LIFE,Group Single Premium,0,0,0,-425,JAN,2020,1/1/2020,NULL
RELIANCE NIPPON LIFE,Group Non-Single Premium,0.99,9861179.09,0,-2011,JAN,2020,1/1/2020,NULL
RELIANCE NIPPON LIFE,Group Yearly Renewable Premium,0.67,6673759.57,4,3003,JAN,2020,1/1/2020,1668439
RELIANCE NIPPON LIFE,Individual Single Premium,38.37,383696825,3949,NULL,NOV,2011,11/1/2011,97163
RELIANCE NIPPON LIFE,Individual Non-Single Premium,83.54,835432899.5,80279,NULL,NOV,2011,11/1/2011,10406
RELIANCE NIPPON LIFE,Group Single Premium,1.99,19868432.81,28,15974,NOV,2011,11/1/2011,709586
RELIANCE NIPPON LIFE,Group Non-Single Premium,8.77,87675074.1,14,10907,NOV,2011,11/1/2011,6262505
RELIANCE NIPPON LIFE,Individual Single Premium,90.42,904236313.1,26697,NULL,MAR,2012,3/1/2012,33870
RELIANCE NIPPON LIFE,Individual Non-Single Premium,149.66,1496645896,132005,NULL,MAR,2012,3/1/2012,11337
RELIANCE NIPPON LIFE,Group Single Premium,2.27,22655658.01,15,330671,MAR,2012,3/1/2012,1510377
RELIANCE NIPPON LIFE,Group Non-Single Premium,57.84,578413981.3,41,58444,MAR,2012,3/1/2012,14107658
RELIANCE NIPPON LIFE,Individual Single Premium,26.22,262233685,4553,NULL,JUL,2010,7/1/2010,57595
RELIANCE NIPPON LIFE,Individual Non-Single Premium,248.51,2485065732,277233,NULL,JUL,2010,7/1/2010,8963
RELIANCE NIPPON LIFE,Group Single Premium,6.64,66407365.51,17,82781,JUL,2010,7/1/2010,3906315
RELIANCE NIPPON LIFE,Group Non-Single Premium,14.84,148410169.1,7,-31706,JUL,2010,7/1/2010,21201452
RELIANCE NIPPON LIFE,Individual Single Premium,2.91,29080067,117,0,AUG,2018,8/1/2018,248547
RELIANCE NIPPON LIFE,Individual Non-Single Premium,80.12,801232452.7,19644,0,AUG,2018,8/1/2018,40787
RELIANCE NIPPON LIFE,Group Single Premium,0.58,5846104.7,0,1007,AUG,2018,8/1/2018,NULL
RELIANCE NIPPON LIFE,Group Non-Single Premium,2.07,20698726.13,1,8177,AUG,2018,8/1/2018,20698726
RELIANCE NIPPON LIFE,Group Yearly Renewable Premium,2.09,20869298.14,8,125917,AUG,2018,8/1/2018,2608662
RELIANCE NIPPON LIFE,Group Single Premium,0,0,0,-571,JUL,2020,7/1/2020,NULL
RELIANCE NIPPON LIFE,Group Non-Single Premium,2.48,24801439.9,1,-3315,JUL,2020,7/1/2020,24801439
RELIANCE NIPPON LIFE,Group Yearly Renewable Premium,-0.08,-794801.15,3,-89142,JUL,2020,7/1/2020,-264933
RELIANCE NIPPON LIFE,Individual Single Premium,2.75,27510823,109,0,JUL,2019,7/1/2019,252392
RELIANCE NIPPON LIFE,Individual Non-Single Premium,64.52,645161049,16388,0,JUL,2019,7/1/2019,39367
RELIANCE NIPPON LIFE,Group Single Premium,0.09,879932.4,0,-180,JUL,2019,7/1/2019,NULL
RELIANCE NIPPON LIFE,Group Non-Single Premium,4.2,42002060.82,1,-51,JUL,2019,7/1/2019,42002060
RELIANCE NIPPON LIFE,Group Yearly Renewable Premium,0.34,3401283.66,4,2444,JUL,2019,7/1/2019,850320
RELIANCE NIPPON LIFE,Individual Single Premium,4.7,47032367.89,143,0,SEP,2019,9/1/2019,328897
RELIANCE NIPPON LIFE,Individual Non-Single Premium,77.3,773031148.8,17092,0,SEP,2019,9/1/2019,45227
RELIANCE NIPPON LIFE,Group Single Premium,0,0,0,-763,SEP,2019,9/1/2019,NULL
RELIANCE NIPPON LIFE,Group Non-Single Premium,6.4,64012382.81,4,-646,SEP,2019,9/1/2019,16003095
RELIANCE NIPPON LIFE,Group Yearly Renewable Premium,-0.07,-657066.35,4,-70363,SEP,2019,9/1/2019,-164266
RELIANCE NIPPON LIFE,Individual Single Premium,2.46,24585690,140,0,SEP,2018,9/1/2018,175612
RELIANCE NIPPON LIFE,Individual Non-Single Premium,85.72,857217443.1,20442,0,SEP,2018,9/1/2018,41934
RELIANCE NIPPON LIFE,Group Single Premium,0.32,3164513.1,0,827,SEP,2018,9/1/2018,NULL
RELIANCE NIPPON LIFE,Group Non-Single Premium,1.62,16231057.88,4,4677,SEP,2018,9/1/2018,4057764
RELIANCE NIPPON LIFE,Group Yearly Renewable Premium,15.34,153421769,10,1833933,SEP,2018,9/1/2018,15342176
RELIANCE NIPPON LIFE,Individual Single Premium,1.49,14899486,61,0,JUN,2017,6/1/2017,244253
RELIANCE NIPPON LIFE,Individual Non-Single Premium,53.99,539851099.5,17895,0,JUN,2017,6/1/2017,30167
RELIANCE NIPPON LIFE,Group Single Premium,2.55,25499706.41,2,698,JUN,2017,6/1/2017,12749853
RELIANCE NIPPON LIFE,Group Non-Single Premium,9.07,90736682.69,5,684,JUN,2017,6/1/2017,18147336
RELIANCE NIPPON LIFE,Group Yearly Renewable Premium,4.06,40582687.4,7,351939,JUN,2017,6/1/2017,5797526
RELIANCE NIPPON LIFE,Individual Single Premium,1.63,16314205,90,0,NOV,2018,11/1/2018,181268
RELIANCE NIPPON LIFE,Individual Non-Single Premium,63.19,631933201.9,16902,0,NOV,2018,11/1/2018,37388
RELIANCE NIPPON LIFE,Group Single Premium,0.12,1194323.31,0,222,NOV,2018,11/1/2018,NULL
RELIANCE NIPPON LIFE,Group Non-Single Premium,0.66,6642363.1,1,3608,NOV,2018,11/1/2018,6642363
RELIANCE NIPPON LIFE,Group Yearly Renewable Premium,4.75,47539501.57,7,107700,NOV,2018,11/1/2018,6791357
RELIANCE NIPPON LIFE,Individual Single Premium,1.83,18347580,98,0,JAN,2019,1/1/2019,187220
RELIANCE NIPPON LIFE,Individual Non-Single Premium,69.73,697343472.9,18838,0,JAN,2019,1/1/2019,37017
RELIANCE NIPPON LIFE,Group Single Premium,0.15,1517789.53,0,291,JAN,2019,1/1/2019,NULL
RELIANCE NIPPON LIFE,Group Non-Single Premium,6.68,66766731.64,0,-202,JAN,2019,1/1/2019,NULL
RELIANCE NIPPON LIFE,Group Yearly Renewable Premium,1.1,10954139.01,7,9762,JAN,2019,1/1/2019,1564877
